Term,Category,x,y
"41 inch HDTV with Amazon Prime Video, Apple TV, Netflix",Entertainment/Tech,-73.37548,-15.60982
"41 inch HDTV with Amazon Prime Video, Disney+, Netflix",Entertainment/Tech,-74.49811,-11.104894
"41 inch HDTV with Amazon Prime Video, HBO Max, Netflix, standard cable, DVD player",Entertainment/Tech,-58.375736,-15.583105
"41 inch HDTV with Apple TV, Netflix, standard cable",Entertainment/Tech,-52.37371,-6.197366
41 inch HDTV with Netflix,Entertainment/Tech,-42.08165,-20.218298
"41 inch HDTV with Netflix, standard cable",Entertainment/Tech,-47.54248,-18.406488
41 inch HDTV with standard cable,Entertainment/Tech,-29.543821,10.770582
42 inch HDTV,Entertainment/Tech,-24.213413,-2.530549
42 inch HDTV with Amazon Prime Video,Entertainment/Tech,-71.099075,-16.027401
"42 inch HDTV with Amazon Prime Video, Apple TV, Chromecast, Disney+, Fire TV, HBO Max, Hulu, Netflix, premium cable, Roku",Entertainment/Tech,-76.39518,-8.310336
"42 inch HDTV with Amazon Prime Video, Apple TV, Chromecast, Netflix, premium cable",Entertainment/Tech,-78.19232,-2.5707161
"42 inch HDTV with Amazon Prime Video, Apple TV, Disney+, Fire TV, HBO Max, Netflix",Entertainment/Tech,-74.08905,-12.886385
"42 inch HDTV with Amazon Prime Video, Apple TV, Disney+, Netflix",Entertainment/Tech,-74.022736,-12.531483
"42 inch HDTV with Amazon Prime Video, Apple TV, HBO Max, DVD player",Entertainment/Tech,-73.66149,-14.077378
"42 inch HDTV with Amazon Prime Video, Apple TV, Netflix",Entertainment/Tech,-73.458565,-14.275593
"42 inch HDTV with Amazon Prime Video, Chromecast, Netflix",Entertainment/Tech,-78.20304,-3.2250683
"42 inch HDTV with Amazon Prime Video, Chromecast, Netflix, DVD player",Entertainment/Tech,-78.33004,-3.0602872
"42 inch HDTV with Amazon Prime Video, Disney+, Apple TV, Netflix",Entertainment/Tech,-74.00483,-12.501877
"42 inch HDTV with Amazon Prime Video, Disney+, Chromecast, Netflix, HBO Max, Hulu, Apple TV",Entertainment/Tech,-76.450775,-8.426669
"42 inch HDTV with Amazon Prime Video, Disney+, Netflix",Entertainment/Tech,-73.797035,-11.687606
"42 inch HDTV with Amazon Prime Video, Fire TV, Netflix, standard cable",Entertainment/Tech,-57.387035,-15.250673
"42 inch HDTV with Amazon Prime Video, HBO Max, Apple TV",Entertainment/Tech,-73.60927,-14.328157
"42 inch HDTV with Amazon Prime Video, Netflix",Entertainment/Tech,-71.079025,-18.135069
"42 inch HDTV with Amazon Prime Video, Netflix, premium cable, standard cable",Entertainment/Tech,-57.358536,-15.239956
42 inch HDTV with Apple TV,Entertainment/Tech,-50.08311,2.7205706
"42 inch HDTV with Apple TV, Disney+, Netflix, premium cable",Entertainment/Tech,-61.222713,-0.2935877
"42 inch HDTV with Apple TV, Disney+, premium cable, standard cable, Netflix",Entertainment/Tech,-61.147015,-0.34760213
"42 inch HDTV with Apple TV, Netflix",Entertainment/Tech,-50.581806,-2.3683398
"42 inch HDTV with Apple TV, standard cable, Netflix, premium cable",Entertainment/Tech,-53.33307,-6.1541743
42 inch HDTV with Chromecast,Entertainment/Tech,-79.98586,10.324973
"42 inch HDTV with Chromecast, Disney+, Netflix, Amazon Prime Video",Entertainment/Tech,-77.833534,-3.5141685
"42 inch HDTV with Chromecast, Netflix",Entertainment/Tech,-80.9256,5.086939
"42 inch HDTV with Chromecast, premium cable",Entertainment/Tech,-77.585495,9.549705
"42 inch HDTV with Disney+, Netflix",Entertainment/Tech,-65.62024,4.907173
"42 inch HDTV with Disney+, Netflix, standard cable",Entertainment/Tech,-62.84591,2.6096687
42 inch HDTV with Netflix,Entertainment/Tech,-41.049995,-20.433472
"42 inch HDTV with Netflix, Amazon Prime Video",Entertainment/Tech,-71.05222,-18.243465
"42 inch HDTV with Netflix, Amazon Prime Video, Chromecast",Entertainment/Tech,-78.23548,-3.1479027
"42 inch HDTV with Netflix, Apple TV",Entertainment/Tech,-50.582016,-2.3580592
"42 inch HDTV with Netflix, Chromecast",Entertainment/Tech,-80.96352,5.0689516
"42 inch HDTV with Netflix, Chromecast, Amazon Prime Video",Entertainment/Tech,-78.22271,-3.1836615
"42 inch HDTV with Netflix, Chromecast, standard cable",Entertainment/Tech,-78.71787,2.7754607
"42 inch HDTV with Netflix, DVD player, premium cable",Entertainment/Tech,-49.42946,-16.728498
"42 inch HDTV with Netflix, HBO Max",Entertainment/Tech,-33.943245,-13.313158
"42 inch HDTV with Netflix, premium cable",Entertainment/Tech,-47.973526,-16.856726
"42 inch HDTV with Netflix, premium cable, Disney+, Apple TV",Entertainment/Tech,-61.284332,-0.15399306
"42 inch HDTV with Netflix, standard cable",Entertainment/Tech,-48.097935,-17.112593
"42 inch HDTV with Netflix, standard cable, DVD player",Entertainment/Tech,-49.40838,-16.826206
42 inch HDTV with premium cable,Entertainment/Tech,-28.447578,11.147061
"42 inch HDTV with premium cable, Chromecast, Netflix, Apple TV",Entertainment/Tech,-77.8338,1.5107995
"42 inch HDTV with premium cable, Netflix, Disney+",Entertainment/Tech,-62.920555,2.3650415
"42 inch HDTV with premium cable, standard cable",Entertainment/Tech,-28.515123,11.017262
"42 inch HDTV with premium cable, standard cable, Chromecast",Entertainment/Tech,-77.36398,9.11721
42 inch HDTV with standard cable,Entertainment/Tech,-28.55673,10.702089
"42 inch HDTV with standard cable, DVD player",Entertainment/Tech,-30.656721,8.277668
"42 inch HDTV with standard cable, Netflix",Entertainment/Tech,-48.171413,-17.078054
"42 inch HDTV with standard cable, Netflix, premium cable",Entertainment/Tech,-49.016777,-16.93629
"42 inch HDTV with standard cable, premium cable",Entertainment/Tech,-28.529066,10.967152
42 inch TV,Entertainment/Tech,-25.615606,-1.5998837
"42 inch TV with Amazon Prime Video, Netflix, DVD player, standard cable",Entertainment/Tech,-57.407253,-15.381329
"42 inch TV with Amazon Prime Video, Netflix, Disney+",Entertainment/Tech,-73.84551,-11.880222
"42 inch TV with Apple TV, Netflix",Entertainment/Tech,-50.53755,-2.3288476
"42 inch TV with Apple TV, Netflix, premium cable",Entertainment/Tech,-53.354095,-6.1138463
"42 inch TV with Disney+, Netflix",Entertainment/Tech,-65.69982,4.8072505
42 inch TV with Netflix,Entertainment/Tech,-41.13566,-20.620087
"42 inch TV with Netflix, Apple TV, premium cable, standard cable",Entertainment/Tech,-53.462376,-6.2438407
"42 inch TV with Netflix, Chromecast",Entertainment/Tech,-81.067924,5.0080595
"42 inch TV with Netflix, DVD player",Entertainment/Tech,-41.428616,-20.674921
"42 inch TV with Netflix, standard cable",Entertainment/Tech,-48.037678,-17.23983
42 inch TV with Roku,Entertainment/Tech,-33.61832,-7.366966
42 inch TV with standard cable,Entertainment/Tech,-27.861418,10.294286
43 inch HDTV,Entertainment/Tech,-24.214142,-2.588234
43 inch HDTV with Amazon Prime Video,Entertainment/Tech,-71.42027,-16.223259
"43 inch HDTV with Amazon Prime Video, Apple TV, Chromecast, Disney+, Netflix, Hulu",Entertainment/Tech,-76.40655,-9.3801
"43 inch HDTV with Amazon Prime Video, Apple TV, Chromecast, Disney+, Netflix, premium cable, standard cable, DVD player",Entertainment/Tech,-79.34762,-0.67482674
"43 inch HDTV with Amazon Prime Video, Apple TV, Disney+, HBO Max, Hulu, Netflix, Roku",Entertainment/Tech,-76.248886,-9.89929
"43 inch HDTV with Amazon Prime Video, Apple TV, Disney+, Netflix",Entertainment/Tech,-75.592224,-11.059663
"43 inch HDTV with Amazon Prime Video, Apple TV, Netflix",Entertainment/Tech,-73.102554,-15.991504
"43 inch HDTV with Amazon Prime Video, Apple TV, Netflix, standard cable",Entertainment/Tech,-58.705975,-14.642279
"43 inch HDTV with Amazon Prime Video, Chromecast, Netflix, standard cable",Entertainment/Tech,-79.12519,-0.5752527
"43 inch HDTV with Amazon Prime Video, Disney+, Netflix",Entertainment/Tech,-74.882675,-10.9055
"43 inch HDTV with Amazon Prime Video, HBO Max, Netflix",Entertainment/Tech,-72.42586,-17.163065
"43 inch HDTV with Amazon Prime Video, Hulu, Netflix",Entertainment/Tech,-72.53495,-17.113956
"43 inch HDTV with Amazon Prime Video, Netflix",Entertainment/Tech,-72.053955,-17.428867
"43 inch HDTV with Amazon Prime Video, Netflix, Apple TV, Disney+",Entertainment/Tech,-75.65107,-11.013389
"43 inch HDTV with Amazon Prime Video, Netflix, standard cable",Entertainment/Tech,-58.47479,-14.467727
43 inch HDTV with Apple TV,Entertainment/Tech,-50.229965,2.5463
"43 inch HDTV with Apple TV, Disney+, Netflix",Entertainment/Tech,-66.090355,0.75352716
"43 inch HDTV with Apple TV, Netflix",Entertainment/Tech,-50.25114,-2.8414664
"43 inch HDTV with Chromecast, Amazon Prime Video, Netflix",Entertainment/Tech,-79.08565,-2.0418217
"43 inch HDTV with Chromecast, Netflix",Entertainment/Tech,-81.545525,5.585554
"43 inch HDTV with Chromecast, Netflix, Disney+",Entertainment/Tech,-70.36419,2.9549332
"43 inch HDTV with Chromecast, premium cable, Netflix, standard cable",Entertainment/Tech,-79.01392,0.35914895
43 inch HDTV with DVD player,Entertainment/Tech,-31.089922,4.6861296
"43 inch HDTV with DVD player, Disney+, Netflix, Apple TV",Entertainment/Tech,-66.34565,0.89366406
"43 inch HDTV with Disney+, Fire TV, Chromecast, Netflix",Entertainment/Tech,-70.266426,2.951973
"43 inch HDTV with Disney+, Netflix",Entertainment/Tech,-65.934784,4.5029464
"43 inch HDTV with Disney+, Netflix, Amazon Prime Video, Apple TV",Entertainment/Tech,-75.77896,-10.955632
43 inch HDTV with Fire TV,Entertainment/Tech,-37.41159,-2.075457
"43 inch HDTV with Fire TV, Netflix",Entertainment/Tech,-38.450924,-3.6343648
43 inch HDTV with Netflix,Entertainment/Tech,-41.92849,-19.806448
"43 inch HDTV with Netflix, Amazon Prime Video",Entertainment/Tech,-71.931076,-17.615204
"43 inch HDTV with Netflix, Apple TV, Disney+",Entertainment/Tech,-66.10949,0.81972754
"43 inch HDTV with Netflix, Chromecast",Entertainment/Tech,-81.55915,5.56995
"43 inch HDTV with Netflix, DVD player",Entertainment/Tech,-42.549114,-19.725204
"43 inch HDTV with Netflix, Disney+",Entertainment/Tech,-65.95507,4.3954363
"43 inch HDTV with Netflix, premium cable",Entertainment/Tech,-46.182983,-17.862839
"43 inch HDTV with Netflix, premium cable, Fire TV",Entertainment/Tech,-39.63103,-4.02796
"43 inch HDTV with Netflix, premium cable, standard cable",Entertainment/Tech,-46.537785,-18.320963
"43 inch HDTV with Netflix, standard cable",Entertainment/Tech,-46.669544,-18.160019
43 inch HDTV with premium cable,Entertainment/Tech,-28.845064,11.699363
"43 inch HDTV with premium cable, Chromecast",Entertainment/Tech,-77.62845,9.556221
"43 inch HDTV with premium cable, Netflix",Entertainment/Tech,-46.166115,-17.888157
"43 inch HDTV with premium cable, standard cable",Entertainment/Tech,-28.94802,11.658578
43 inch HDTV with standard cable,Entertainment/Tech,-29.3915,11.287772
"43 inch HDTV with standard cable, Chromecast, Netflix, premium cable, Amazon Prime Video",Entertainment/Tech,-79.15167,-0.33173597
"43 inch HDTV with standard cable, DVD player",Entertainment/Tech,-30.72542,7.854959
"43 inch HDTV with standard cable, Netflix",Entertainment/Tech,-46.58329,-18.183815
"43 inch HDTV with standard cable, Netflix, premium cable",Entertainment/Tech,-46.531097,-18.389542
"43 inch HDTV with standard cable, premium cable, Apple TV, Amazon Prime Video, Netflix",Entertainment/Tech,-58.90711,-14.811524
43 inch TV,Entertainment/Tech,-25.920235,-1.6717982
"43 inch TV with Amazon Prime Video, Apple TV, Disney+, Netflix",Entertainment/Tech,-75.70718,-10.980222
43 inch TV with Netflix,Entertainment/Tech,-41.65432,-19.820372
"43 inch TV with Netflix, standard cable, DVD player",Entertainment/Tech,-45.895912,-18.888891
44 inch HDTV,Entertainment/Tech,-24.014088,-2.8564057
"44 inch HDTV with Amazon Prime Video, Netflix, premium cable, standard cable",Entertainment/Tech,-57.484802,-14.573635
"44 inch HDTV with Apple TV, Netflix",Entertainment/Tech,-50.22528,-2.840842
"44 inch HDTV with Disney+, Netflix, premium cable",Entertainment/Tech,-63.30111,2.8321252
44 inch HDTV with Netflix,Entertainment/Tech,-40.291073,-20.18739
"44 inch HDTV with Netflix, premium cable",Entertainment/Tech,-46.148514,-16.558922
"44 inch HDTV with Netflix, standard cable",Entertainment/Tech,-46.307648,-16.678095
"44 inch HDTV with premium cable, DVD player",Entertainment/Tech,-30.210985,8.320128
"44 inch HDTV with premium cable, standard cable",Entertainment/Tech,-28.05327,11.947891
"44 inch HDTV with standard cable, Chromecast, Disney+, Netflix",Entertainment/Tech,-70.60398,3.8950984
"44 inch HDTV with standard cable, Netflix",Entertainment/Tech,-46.30342,-16.69186
44 inch TV,Entertainment/Tech,-26.077356,-1.8215575
44 inch TV with Netflix,Entertainment/Tech,-40.316372,-20.402641
"44 inch TV with standard cable, premium cable",Entertainment/Tech,-27.719353,11.7695675
45 inch HDTV,Entertainment/Tech,-24.852188,-2.3963466
45 inch HDTV with Amazon Prime Video,Entertainment/Tech,-70.84524,-15.988653
"45 inch HDTV with Amazon Prime Video, Apple TV, Disney+, Netflix",Entertainment/Tech,-75.51421,-11.797008
"45 inch HDTV with Amazon Prime Video, Netflix, premium cable, standard cable",Entertainment/Tech,-56.590454,-14.646228
45 inch HDTV with Netflix,Entertainment/Tech,-41.62285,-18.57746
"45 inch HDTV with Netflix, Amazon Prime Video",Entertainment/Tech,-70.43781,-18.699875
"45 inch HDTV with Netflix, premium cable",Entertainment/Tech,-50.51361,-15.274012
"45 inch HDTV with Netflix, standard cable",Entertainment/Tech,-50.434288,-15.308025
"45 inch HDTV with premium cable, Netflix, Roku",Entertainment/Tech,-51.157356,-15.213743
45 inch HDTV with standard cable,Entertainment/Tech,-29.928593,11.880336
"45 inch HDTV with standard cable, Netflix",Entertainment/Tech,-50.4948,-15.296131
"45 inch HDTV with standard cable, premium cable, Netflix",Entertainment/Tech,-50.90595,-15.266463
45 inch TV,Entertainment/Tech,-25.595985,-1.9856106
45 inch TV with Fire TV,Entertainment/Tech,-36.978233,-2.002524
45 inch TV with Netflix,Entertainment/Tech,-41.624737,-18.584564
45L Countertop single oven,Kitchen/Dining,31.623125,-10.816024
46 inch HDTV,Entertainment/Tech,-24.491158,-3.031588
"46 inch HDTV with Amazon Prime Video, Chromecast, Netflix, DVD player",Entertainment/Tech,-78.653076,-2.9929724
"46 inch HDTV with Amazon Prime Video, Disney+, Netflix",Entertainment/Tech,-73.13958,-10.449305
"46 inch HDTV with Apple TV, Disney+, Netflix",Entertainment/Tech,-65.08819,-0.024197262
"46 inch HDTV with Apple TV, Netflix",Entertainment/Tech,-50.816547,-3.1250224
"46 inch HDTV with Apple TV, Netflix, premium cable, Roku",Entertainment/Tech,-52.725346,-4.7351823
46 inch HDTV with Chromecast,Entertainment/Tech,-80.0939,10.612395
"46 inch HDTV with Chromecast, standard cable, premium cable",Entertainment/Tech,-77.28266,8.999094
"46 inch HDTV with Fire TV, Netflix",Entertainment/Tech,-38.50843,-3.6434355
46 inch HDTV with Netflix,Entertainment/Tech,-40.090954,-19.284813
"46 inch HDTV with Netflix, Disney+, Apple TV",Entertainment/Tech,-65.07893,0.041728605
"46 inch HDTV with Netflix, HBO Max",Entertainment/Tech,-33.980453,-13.303827
"46 inch HDTV with Netflix, premium cable",Entertainment/Tech,-46.370827,-15.276654
"46 inch HDTV with Netflix, standard cable",Entertainment/Tech,-46.492474,-15.547076
46 inch HDTV with premium cable,Entertainment/Tech,-28.73491,12.634808
"46 inch HDTV with premium cable, standard cable",Entertainment/Tech,-28.774416,12.516761
"46 inch HDTV with standard cable, Chromecast, Netflix, DVD player, premium cable",Entertainment/Tech,-78.4628,0.92645395
46 inch TV,Entertainment/Tech,-26.085339,-2.2677176
"46 inch TV with Netflix, premium cable",Entertainment/Tech,-46.359295,-15.23711
47 inch HDTV,Entertainment/Tech,-24.569668,-2.9985728
"47 inch HDTV with Amazon Prime Video, Disney+, Netflix",Entertainment/Tech,-73.20418,-10.421487
"47 inch HDTV with Amazon Prime Video, Netflix, premium cable",Entertainment/Tech,-57.76785,-13.031367
"47 inch HDTV with Apple TV, Netflix, DVD player",Entertainment/Tech,-51.156567,-3.782901
47 inch HDTV with Netflix,Entertainment/Tech,-40.0736,-19.119604
"47 inch HDTV with Netflix, Amazon Prime Video",Entertainment/Tech,-69.93473,-18.271276
"47 inch HDTV with Netflix, Disney+, Amazon Prime Video, premium cable",Entertainment/Tech,-63.77712,-8.195284
"47 inch HDTV with Netflix, premium cable",Entertainment/Tech,-46.372627,-14.826385
"47 inch HDTV with premium cable, standard cable",Entertainment/Tech,-29.323448,12.464228
47 inch HDTV with standard cable,Entertainment/Tech,-29.820824,12.290095
47 inch TV,Entertainment/Tech,-25.972895,-2.2478256
48 inch HDTV,Entertainment/Tech,-23.9996,-3.2376566
"48 inch HDTV with Amazon Prime Video, Apple TV, Disney+, Netflix, premium cable",Entertainment/Tech,-62.13613,-8.29775
"48 inch HDTV with Amazon Prime Video, Disney+, Netflix",Entertainment/Tech,-72.90251,-9.582068
"48 inch HDTV with Amazon Prime Video, Netflix",Entertainment/Tech,-70.500336,-17.982973
"48 inch HDTV with Apple TV, Chromecast, Netflix, premium cable, standard cable",Entertainment/Tech,-76.79394,1.5451453
"48 inch HDTV with Apple TV, Netflix",Entertainment/Tech,-50.064175,-3.189539
"48 inch HDTV with Apple TV, Netflix, Amazon Prime Video",Entertainment/Tech,-67.4313,-13.981212
48 inch HDTV with Chromecast,Entertainment/Tech,-80.21883,10.626789
"48 inch HDTV with Chromecast, standard cable",Entertainment/Tech,-77.337105,10.367084
"48 inch HDTV with Disney+, Amazon Prime Video, HBO Max, Hulu, Netflix",Entertainment/Tech,-72.654175,-8.905736
48 inch HDTV with Netflix,Entertainment/Tech,-39.305897,-20.185537
"48 inch HDTV with Netflix, DVD player",Entertainment/Tech,-39.269188,-20.219908
"48 inch HDTV with Netflix, Disney+",Entertainment/Tech,-65.227646,5.0065365
"48 inch HDTV with Netflix, premium cable",Entertainment/Tech,-45.054775,-15.694388
"48 inch HDTV with Netflix, standard cable",Entertainment/Tech,-45.02305,-15.856873
48 inch HDTV with premium cable,Entertainment/Tech,-27.687143,12.806365
"48 inch HDTV with premium cable, standard cable",Entertainment/Tech,-27.866158,12.871216
48 inch HDTV with standard cable,Entertainment/Tech,-27.796745,13.08767
"48 inch HDTV with standard cable, DVD player",Entertainment/Tech,-30.89543,8.173896
48 inch TV,Entertainment/Tech,-26.34646,-2.2521362
"48 inch TV with Chromecast, Netflix",Entertainment/Tech,-80.91158,5.787113
"48 inch TV with Fire TV, premium cable, Netflix, Amazon Prime Video",Entertainment/Tech,-61.267902,-8.5307665
